"location.id","location.region","date","jsa.fem"
"1-123424944","East Midlands","2010-12-16",30
"1-123424944","East Midlands",NA,30
"1-123424944","East Midlands",NA,30
"1-116843503","East Midlands","2010-10-01",70
"1-116843503","East Midlands","2010-12-10",70
"1-116843503","East Midlands",NA,70
"1-116843503","East Midlands",NA,70
"1-344683771","East Midlands","2010-10-01",75
"1-344683771","East Midlands","2011-12-11",75
"1-344683771","East Midlands",NA,75
"1-344683771","East Midlands",NA,75
"1-950796404","East Midlands","2010-10-01",95
"1-950796404","East Midlands","2013-10-30",95
"1-950796404","East Midlands",NA,95
"1-950796404","East Midlands",NA,95
"1-118373376","East Midlands","2010-10-01",75
"1-118373376","East Midlands","2011-01-12",75
"1-118373376","East Midlands","2016-08-04",75
"1-118373376","East Midlands","2016-08-18",75
"1-199135787","East Midlands","2010-10-01",10
"1-199135787","East Midlands","2011-04-14",10
"1-199135787","East Midlands","2012-09-11",10
"1-199135787","East Midlands","2014-12-24",10
"1-199149496","East Midlands","2010-10-01",10
"1-199149496","East Midlands","2011-05-10",10
"1-199149496","East Midlands","2014-12-24",10
"1-199149496","East Midlands","2014-12-24",10
"1-125120141","East Midlands","2010-10-01",50
"1-125120141","East Midlands","2010-12-17",50
"1-125120141","East Midlands","2011-11-17",50
"1-125120141","East Midlands","2011-11-17",50
"1-125120251","East Midlands","2010-10-01",50
"1-125120251","East Midlands","2010-12-17",50
"1-125120251","East Midlands","2011-11-17",50
"1-125120251","East Midlands","2011-11-17",50
"1-320350712","East Midlands","2011-10-31",35
"1-320350712","East Midlands","2011-10-31",35
"1-320350712","East Midlands",NA,35
"1-320350712","East Midlands",NA,35
"1-320755734","East Midlands","2011-10-31",35
"1-320755734","East Midlands","2011-10-31",35
"1-320755734","East Midlands",NA,35
"1-320755734","East Midlands",NA,35
"1-114329895","East Midlands","2010-10-01",45
"1-114329895","East Midlands","2011-02-02",45
"1-114329895","East Midlands",NA,45
"1-114329895","East Midlands",NA,45
"1-114311709","East Midlands","2010-10-01",75
"1-114311709","East Midlands","2011-02-02",75
"1-114311709","East Midlands",NA,75
"1-114311709","East Midlands",NA,75
"1-370450654","East Midlands","2012-09-28",45
"1-370450654","East Midlands","2012-09-28",45
"1-370450654","East Midlands",NA,45
"1-370450654","East Midlands",NA,45
"1-123424810","East Midlands","2010-10-01",60
"1-123424810","East Midlands","2010-12-16",60
"1-123424810","East Midlands","2012-09-28",60
"1-123424810","East Midlands",NA,60
"1-1581807729","East Midlands","2014-09-03",40
"1-1581807729","East Midlands","2014-09-03",40
"1-1581807729","East Midlands",NA,40
"1-1581807729","East Midlands",NA,40
"1-137773529","East Midlands","2010-10-01",20
"1-137773529","East Midlands","2010-12-15",20
"1-137773529","East Midlands",NA,20
"1-137773529","East Midlands",NA,20
"1-140625827","East Midlands","2010-10-01",10
"1-140625827","East Midlands","2011-01-20",10
"1-140625827","East Midlands","2014-12-24",10
"1-140625827","East Midlands","2014-12-24",10
"1-1670934096","East Midlands","2010-10-01",10
"1-1670934096","East Midlands","2014-11-26",10
"1-1670934096","East Midlands",NA,10
"1-1670934096","East Midlands",NA,10
"1-124708204","East Midlands","2010-10-01",70
"1-124708204","East Midlands","2010-11-15",70
"1-124708204","East Midlands",NA,70
"1-124708204","East Midlands",NA,70
"1-124708324","East Midlands","2010-10-01",60
"1-124708324","East Midlands","2010-11-15",60
"1-124708324","East Midlands",NA,60
"1-124708324","East Midlands",NA,60
"1-116996261","East Midlands","2010-10-01",75
"1-116996261","East Midlands","2010-12-06",75
"1-116996261","East Midlands",NA,75
"1-116996261","East Midlands",NA,75
"1-119185870","East Midlands","2010-10-01",35
"1-119185870","East Midlands","2011-03-02",35
"1-119185870","East Midlands",NA,35
"1-119185870","East Midlands",NA,35
"1-115043154","East Midlands","2010-10-01",15
"1-115043154","East Midlands","2011-01-05",15
"1-115043154","East Midlands","2015-01-19",15
"1-115043154","East Midlands",NA,15
"1-2253584724","East Midlands","2010-10-01",5
"1-2253584724","East Midlands","2015-10-13",5
"1-2253584724","East Midlands",NA,5
"1-2253584724","East Midlands",NA,5
"1-1876630244","East Midlands","2015-02-19",20
"1-1876630244","East Midlands","2015-02-19",20
"1-1876630244","East Midlands",NA,20
"1-1876630244","East Midlands",NA,20
"1-124707972","East Midlands","2010-10-01",20
"1-124707972","East Midlands","2010-11-15",20
"1-124707972","East Midlands",NA,20
"1-124707972","East Midlands",NA,20
"1-124708101","East Midlands","2010-10-01",20
"1-124708101","East Midlands","2010-11-15",20
"1-124708101","East Midlands",NA,20
"1-124708101","East Midlands",NA,20
"1-124708117","East Midlands","2010-10-01",20
"1-124708117","East Midlands","2010-11-15",20
"1-124708117","East Midlands",NA,20
"1-124708117","East Midlands",NA,20
"1-106935923","East Midlands","2010-12-08",15
"1-106935923","East Midlands","2011-10-27",15
"1-106935923","East Midlands","2013-05-23",15
"1-106935923","East Midlands",NA,15
"1-118306470","East Midlands","2010-12-02",35
"1-118306470","East Midlands","2010-12-02",35
"1-118306470","East Midlands",NA,35
"1-118306470","East Midlands",NA,35
"1-132409904","East Midlands","2010-10-01",10
"1-132409904","East Midlands","2010-12-17",10
"1-132409904","East Midlands",NA,10
"1-132409904","East Midlands",NA,10
"1-126083454","East Midlands","2010-10-01",10
"1-126083454","East Midlands","2010-12-10",10
"1-126083454","East Midlands",NA,10
"1-126083454","East Midlands",NA,10
"1-124708307","East Midlands","2010-10-01",20
"1-124708307","East Midlands","2010-11-15",20
"1-124708307","East Midlands",NA,20
"1-124708307","East Midlands",NA,20
"1-114816666","East Midlands","2010-10-01",50
"1-114816666","East Midlands","2011-01-20",50
"1-114816666","East Midlands",NA,50
"1-114816666","East Midlands",NA,50
"1-123424750","East Midlands","2010-10-01",20
"1-123424750","East Midlands","2010-12-16",20
"1-123424750","East Midlands","2012-09-28",20
"1-123424750","East Midlands",NA,20
"1-370469416","East Midlands","2012-09-28",15
"1-370469416","East Midlands","2012-09-28",15
"1-370469416","East Midlands",NA,15
"1-370469416","East Midlands",NA,15
"1-1839367229","East Midlands","2010-10-01",15
"1-1839367229","East Midlands","2015-01-29",15
"1-1839367229","East Midlands",NA,15
"1-1839367229","East Midlands",NA,15
"1-123622617","East Midlands","2010-10-01",45
"1-123622617","East Midlands","2011-04-05",45
"1-123622617","East Midlands","2013-02-28",45
"1-123622617","East Midlands","2013-02-28",45
"1-637588477","East Midlands","2011-10-27",60
"1-637588477","East Midlands","2013-08-23",60
"1-637588477","East Midlands",NA,60
"1-637588477","East Midlands",NA,60
"1-111976856","East Midlands","2010-10-01",15
"1-111976856","East Midlands","2011-01-07",15
"1-111976856","East Midlands",NA,15
"1-111976856","East Midlands",NA,15
"1-334368836","East Midlands","2010-10-01",10
"1-334368836","East Midlands","2012-01-06",10
"1-334368836","East Midlands",NA,10
"1-334368836","East Midlands",NA,10
"1-130841408","East Midlands","2010-10-01",10
"1-130841408","East Midlands","2011-03-11",10
"1-130841408","East Midlands","2011-11-18",10
"1-130841408","East Midlands","2011-11-18",10
"1-320778031","East Midlands","2011-10-31",10
"1-320778031","East Midlands","2011-10-31",10
"1-320778031","East Midlands",NA,10
"1-320778031","East Midlands",NA,10
"1-119666167","East Midlands","2010-10-01",30
"1-119666167","East Midlands","2010-12-23",30
"1-119666167","East Midlands",NA,30
"1-119666167","East Midlands",NA,30
"1-118882369","East Midlands","2010-10-01",30
"1-118882369","East Midlands","2010-10-01",30
"1-118882369","East Midlands","2012-05-18",30
"1-118882369","East Midlands","2012-05-18",30
"1-410595671","East Midlands","2012-05-14",30
"1-410595671","East Midlands","2012-05-14",30
"1-410595671","East Midlands",NA,30
"1-410595671","East Midlands",NA,30
"1-117102719","East Midlands","2010-10-01",30
"1-117102719","East Midlands","2011-01-07",30
"1-117102719","East Midlands",NA,30
"1-117102719","East Midlands",NA,30
"1-120087506","East Midlands","2010-10-01",40
"1-120087506","East Midlands","2011-01-12",40
"1-120087506","East Midlands",NA,40
"1-120087506","East Midlands",NA,40
"1-121030126","East Midlands","2010-10-01",25
"1-121030126","East Midlands","2011-01-21",25
"1-121030126","East Midlands","2016-07-11",25
"1-121030126","East Midlands",NA,25
"1-2756308170","East Midlands","2016-07-04",5
"1-2756308170","East Midlands","2016-07-04",5
"1-2756308170","East Midlands",NA,5
"1-2756308170","East Midlands",NA,5
"1-117287588","East Midlands","2010-10-01",50
"1-117287588","East Midlands","2010-11-04",50
"1-117287588","East Midlands",NA,50
"1-117287588","East Midlands",NA,50
"1-117287602","East Midlands","2010-10-01",30
"1-117287602","East Midlands","2010-11-04",30
"1-117287602","East Midlands","2016-01-06",30
"1-117287602","East Midlands",NA,30
"1-117287616","East Midlands","2010-10-01",30
"1-117287616","East Midlands","2010-11-04",30
"1-117287616","East Midlands",NA,30
"1-117287616","East Midlands",NA,30
"1-117287529","East Midlands","2010-10-01",50
"1-117287529","East Midlands","2010-11-04",50
"1-117287529","East Midlands",NA,50
"1-117287529","East Midlands",NA,50
"1-117287545","East Midlands","2010-10-01",30
"1-117287545","East Midlands","2013-10-16",30
"1-117287545","East Midlands",NA,30
"1-117287545","East Midlands",NA,30
"1-117287559","East Midlands","2010-10-01",50
"1-117287559","East Midlands","2010-11-04",50
"1-117287559","East Midlands",NA,50
"1-117287559","East Midlands",NA,50
"1-119792169","East Midlands","2010-10-01",35
"1-119792169","East Midlands","2011-03-15",35
"1-119792169","East Midlands","2012-07-04",35
"1-119792169","East Midlands",NA,35
"1-123622512","East Midlands","2010-10-01",10
"1-123622512","East Midlands","2011-04-05",10
"1-123622512","East Midlands","2012-08-28",10
"1-123622512","East Midlands","2013-02-28",10
"1-437863201","East Midlands","2012-08-07",10
"1-437863201","East Midlands","2012-08-07",10
"1-437863201","East Midlands","2014-05-30",10
"1-437863201","East Midlands","2015-10-29",10
"1-134014775","East Midlands","2010-10-01",5
"1-134014775","East Midlands","2011-01-19",5
"1-134014775","East Midlands","2012-05-18",5
"1-134014775","East Midlands","2012-05-18",5
"1-410606633","East Midlands","2012-05-14",5
"1-410606633","East Midlands","2012-05-14",5
"1-410606633","East Midlands",NA,5
"1-410606633","East Midlands",NA,5
"1-129762109","East Midlands","2010-10-01",15
"1-129762109","East Midlands","2011-01-05",15
"1-129762109","East Midlands",NA,15
"1-129762109","East Midlands",NA,15
"1-116136125","East Midlands","2010-10-01",20
"1-116136125","East Midlands","2010-11-22",20
"1-116136125","East Midlands",NA,20
"1-116136125","East Midlands",NA,20
"1-132409936","East Midlands","2010-10-01",35
"1-132409936","East Midlands","2010-12-17",35
"1-132409936","East Midlands",NA,35
"1-132409936","East Midlands",NA,35
"1-123622495","East Midlands","2010-10-01",5
"1-123622495","East Midlands","2011-04-05",5
"1-123622495","East Midlands","2012-08-28",5
"1-123622495","East Midlands","2013-02-28",5
"1-131819772","East Midlands","2010-10-01",5
"1-131819772","East Midlands","2011-01-20",5
"1-131819772","East Midlands",NA,5
"1-131819772","East Midlands",NA,5
"1-2213864936","East Midlands","2010-10-01",0
"1-2213864936","East Midlands","2015-10-16",0
"1-2213864936","East Midlands",NA,0
"1-2213864936","East Midlands",NA,0
"1-437863035","East Midlands","2012-08-07",5
"1-437863035","East Midlands","2012-08-07",5
"1-437863035","East Midlands","2015-10-29",5
"1-437863035","East Midlands","2015-10-29",5
"1-131819895","East Midlands","2010-10-01",35
"1-131819895","East Midlands","2011-01-20",35
"1-131819895","East Midlands",NA,35
"1-131819895","East Midlands",NA,35
"1-156501309","East Midlands","2011-01-12",15
"1-156501309","East Midlands","2011-01-12",15
"1-156501309","East Midlands","2011-11-21",15
"1-156501309","East Midlands","2011-11-21",15
"1-314064201","East Midlands","2011-11-01",15
"1-314064201","East Midlands","2011-11-01",15
"1-314064201","East Midlands",NA,15
"1-314064201","East Midlands",NA,15
"1-131820038","East Midlands","2010-10-01",35
"1-131820038","East Midlands","2011-01-20",35
"1-131820038","East Midlands",NA,35
"1-131820038","East Midlands",NA,35
"1-135674234","East Midlands","2010-10-01",30
"1-135674234","East Midlands","2010-12-07",30
"1-135674234","East Midlands",NA,30
"1-135674234","East Midlands",NA,30
"1-131820389","East Midlands","2010-10-01",30
"1-131820389","East Midlands","2011-01-20",30
"1-131820389","East Midlands",NA,30
"1-131820389","East Midlands",NA,30
"1-118323497","East Midlands","2010-10-01",35
"1-118323497","East Midlands","2010-12-07",35
"1-118323497","East Midlands","2013-02-25",35
"1-118323497","East Midlands","2013-02-25",35
"1-131813478","East Midlands","2010-10-01",30
"1-131813478","East Midlands","2010-11-10",30
"1-131813478","East Midlands","2011-10-18",30
"1-131813478","East Midlands","2011-10-18",30
"1-2454492051","East Midlands","2016-03-08",10
"1-2454492051","East Midlands","2016-03-08",10
"1-2454492051","East Midlands",NA,10
"1-2454492051","East Midlands",NA,10
"1-310331355","East Midlands","2010-10-01",30
"1-310331355","East Midlands","2011-09-30",30
"1-310331355","East Midlands","2016-03-14",30
"1-310331355","East Midlands",NA,30
"1-115033310","East Midlands","2010-10-01",15
"1-115033310","East Midlands","2011-01-05",15
"1-115033310","East Midlands",NA,15
"1-115033310","East Midlands",NA,15
"1-115043138","East Midlands","2010-10-01",15
"1-115043138","East Midlands","2011-01-05",15
"1-115043138","East Midlands",NA,15
"1-115043138","East Midlands",NA,15
"1-113715400","East Midlands","2010-10-01",30
"1-113715400","East Midlands","2011-01-19",30
"1-113715400","East Midlands",NA,30
"1-113715400","East Midlands",NA,30
"1-112018876","East Midlands","2010-10-01",30
"1-112018876","East Midlands","2011-01-10",30
"1-112018876","East Midlands",NA,30
"1-112018876","East Midlands",NA,30
